zb_url,zb_zbmc,zb_yxlx,zb_fjmc,zb_gkrs
https://www.douyu.com/1749457,浮靡靡,天涯明月刀,尘埃团队 - 挑战 开封会八荒,59
https://www.douyu.com/3106827,那些旧时间,梦幻西游手游,双平台皓月千里,501
https://www.douyu.com/bigh,BigH丶,梦幻西游手游,【大H】平民的日常活动！！！,104
https://www.douyu.com/1080891,DY屠夫,梦幻西游手游,梦幻九州新区，一起来玩吧,87
https://www.douyu.com/3223444,程何湉9,综合手游,再续三国经典~,1026
https://www.douyu.com/3499557,岳鹏1,综合手游,十尾人柱力的力量~,963
https://www.douyu.com/2848242,化身孤岛的鶁,综合手游,逆剑天下 斩仙屠魔~~~,620
https://www.douyu.com/3459110,魔域吴,综合手游,无限砖石手游用到手软,447
https://www.douyu.com/2019518,四季双面,捕鱼休闲,四季猎鱼 猎鱼达人3D 猎鱼达人3D,1333
https://www.douyu.com/2267319,Rayleighhhh,龙之谷手游,雷利：关系户,581
https://www.douyu.com/3172908,936246209,天涯明月刀,左喵喵荼斐，主T视角,58
https://www.douyu.com/662122,Douyu丶王小二,天涯明月刀,明月团二团夜团：柴柴,57
https://www.douyu.com/1488155,心天南,天涯明月刀,95主T神威视角,57
https://www.douyu.com/dayugan,3M灬小鱼甘,梦幻西游手游,0元党马上有第2只神兽,79
https://www.douyu.com/2742672,wt19930906,梦幻西游手游,玩会儿梦幻，下午吃鸡,74
https://www.douyu.com/926318,墨夏夏夏,梦幻西游手游,昊昊梦幻藏宝阁~,69
https://www.douyu.com/2297477,YJ梦幻手游工作室,梦幻西游手游,YJ梦幻手游藏宝阁,32
https://www.douyu.com/3177009,王晓懿5,综合手游,新版刀塔传奇，有操作性的卡牌游戏,390
https://www.douyu.com/2228274,九五小九,综合手游,"玩转放2礼包多多,第13天热点",169
https://www.douyu.com/aguo223,口袋妖怪VS丨阿国,综合手游,[口袋妖怪VS] 随便播会日常~,144
https://www.douyu.com/2864199,戰域沧海一栗丶,流放之路POE,最强小沧海丶站街20万力暴。。,8704
https://www.douyu.com/1500195,寂寞如初656489,捕鱼休闲,寂寞如初的直播间,3363
https://www.douyu.com/2953465,猴子猎鱼达人3D,捕鱼休闲,猴子猎鱼最稳主播,2131
https://www.douyu.com/1878564,萝卜白菜小白菜,捕鱼休闲,猎鱼达人3D小白菜冷静的上分,1606
https://www.douyu.com/2064400,腿毛QAQ,捕鱼休闲,别问了，猪头肉不卖,1555
https://www.douyu.com/wucha,舞嗏,龙之谷,「舞嗏Live」龙之谷 - 赛事回放,80
https://www.douyu.com/2089868,香辣小冰块S,龙之谷手游,【沙龙6】我从来不藏着掖着,281
https://www.douyu.com/1783476,o布鲁o,龙之谷手游,全服首个单刷K博10星,114
https://www.douyu.com/1115973,e做大娱乐家,龙之谷手游,玩会炉石中速猎,29
https://www.douyu.com/1610532,秦淮代打一一大叔,天涯明月刀,秦淮-大叔：奶妈视角,57
https://www.douyu.com/1435256,林无忌,天涯明月刀,【糯米】无忌——听一天的歌来忘掉你,56
https://www.douyu.com/2862745,九妖小阿狸,天涯明月刀,九妖小阿狸的直播间,56
https://www.douyu.com/3407485,梦幻西游哆嗦工作室,梦幻西游手游,哆嗦团队哆嗦藏宝阁,26
https://www.douyu.com/3125453,蓝月梦幻手游,梦幻西游手游,蓝月梦幻手游，免费代售。,21
https://www.douyu.com/1016952,程序猿老大爷,梦幻西游手游,梦幻小白成长之路,20
https://www.douyu.com/231555,斗鱼手游官方直播间,综合手游,腾讯游戏家盛典,125
https://www.douyu.com/707175,花开只黛烂漫,综合手游,起凡三国争霸。你若安好,118
https://www.douyu.com/2049485,Hoc丶h先生,综合手游,游戏测试 暂不对外 谢谢,98
https://www.douyu.com/3161349,傲天丨无双,综合手游,国服自有国情在！,96
https://www.douyu.com/683933,丶丶痴狂,流放之路POE,药侠力爆 4W秒伤轻松过T17 绿门,2841
https://www.douyu.com/553146,雨夜漫步CP,流放之路POE,"雨夜:双持大地,一秒10刀~~",2636
https://www.douyu.com/572346,Me丶青野,流放之路POE,★冰灵投★20号晚8点抽镜子装,2234
https://www.douyu.com/570752,金彩小威,流放之路POE,元帅之殿所有bd都是手下败将？（线路5）,2209
https://www.douyu.com/2308238,一哥休闲,捕鱼休闲,一哥捕鱼达人3D  猎鱼达人,1418
https://www.douyu.com/2104204,乐乐捕鱼,捕鱼休闲,乐乐捕鱼的直播间,711
https://www.douyu.com/3425406,捕鱼来了继续破产,捕鱼休闲,捕鱼来了真实世界,394
https://www.douyu.com/1500087,樱樱樱樱樱小桃,龙之谷,好好好好久不见。。。,55
https://www.douyu.com/3509776,牧野兜兜1,龙之谷,牧野兜兜1的直播间,3
https://www.douyu.com/1437111,一杯葒酒配電影,龙之谷,菜鸟互啄-。-求点一波关注量,1
https://www.douyu.com/3516042,么么哒小二,龙之谷手游,么么哒小二的直播间,0
https://www.douyu.com/2403078,游手好闲的苏跳跳,天涯明月刀,若儿：时光沧海 副本狂魔,50
https://www.douyu.com/2029008,千秋月浮云,天涯明月刀,竞速团 开封会八荒：,46
https://www.douyu.com/Phoneix,挤挤华,天涯明月刀,【别致】 95 100 持续开车,45
https://www.douyu.com/3515573,金韩彬的努娜,梦幻西游手游,新人直播求关注嘻嘻,18
https://www.douyu.com/2735499,只有一些曾经拥有,综合手游,吃鸡手游放逐游戏,81
https://www.douyu.com/2748310,秋橘子,综合手游,3D欧美风新游新开服，霸气来袭~,79
https://www.douyu.com/2842754,s懂你s小王子,综合手游,单挑boss!独霸全服！,66
https://www.douyu.com/QQ280200402,280200402,流放之路POE,暴徒火旋风就是狂,2141
https://www.douyu.com/YysYys,Yys夜游神,流放之路POE,夜游神:  各种角色未成形。,2139
https://www.douyu.com/2310202,流放队长,流放之路POE,萌新解惑，4C暗金爪 站撸T16 T17,1974
https://www.douyu.com/1638920,雷哥商务2017,捕鱼休闲,猎鱼达人3D雷哥商务2017的直播间,336
https://www.douyu.com/1942843,信念正金888,捕鱼休闲,猎鱼达人3D-信念正金,317
https://www.douyu.com/3450814,金稻米,捕鱼休闲,小米3D捕鱼直播,311
https://www.douyu.com/48391,为了木灵路死野区,天涯明月刀,【明月】直播卡右键选备用线路,42
https://www.douyu.com/3390709,紫霄的小武武,天涯明月刀,挑战开封会八荒 /万雪窟,39
https://www.douyu.com/3388952,瑜mu,天涯明月刀,瑜mu的直播间,36
https://www.douyu.com/1889333,秋暮离歌,天涯明月刀,青龙永夜 副本狂魔日常清理,35
https://www.douyu.com/2064901,溢馥小白菜,梦幻西游手游,目标钻一，喜欢的可以订阅，可以双排，加我,16
https://www.douyu.com/3392279,chenyuhong689,梦幻西游手游,chenyuhong689的直播间,14
https://www.douyu.com/2279383,ft2888,梦幻西游手游,氪金·· 不存在的,11
https://www.douyu.com/3398457,花卷sensei,综合手游,最强百里玄策带分中,59
https://www.douyu.com/3467411,朱朱朱朱朱朱朱,综合手游,3D仙侠手游，安卓IOS双端互通,46
https://www.douyu.com/3509717,枪手丶在骚动,综合手游,【新游】三点新区，年度魔幻巨作手游,45
https://www.douyu.com/525922,鹏鹏586,流放之路POE,"迷宫，红绿们，T17,搬砖中- -！",1716
https://www.douyu.com/song66,老宋丶,流放之路POE,【老宋】死亡弓1W秒伤过绿门T17,1593
https://www.douyu.com/woniu709794,圣光蜗牛,流放之路POE,暴力召唤 突突突突冒蓝火,1546
https://www.douyu.com/2336576,痞子伯爵518,捕鱼休闲,痞子伯爵的直播间,117
https://www.douyu.com/2512522,小强专用之捕鱼,捕鱼休闲,捕鱼来了 送粉丝弹头,80
https://www.douyu.com/1700137,忘月兔888,捕鱼休闲,我欲封天直播间,77
https://www.douyu.com/756003,Crazy奶爸,天涯明月刀,叶开！大铁盒子我来了,34
https://www.douyu.com/2713714,一个人想着一个人05,天涯明月刀,一个人想着一个人05的直播间,32
https://www.douyu.com/1801295,無淚的遺憾121,天涯明月刀,挑战开封会八荒-苍穹风团,31
https://www.douyu.com/3500785,愿听d,综合手游,最新火爆手游.,39
https://www.douyu.com/3445346,辣椒不乱来,综合手游,新手上路，老司机带一带,32
https://www.douyu.com/2931004,喵星球是我的家,综合手游,喵星球是我的家的直播间,26
https://www.douyu.com/472215,年轻的三叔,流放之路POE,研发平民BD新人必看 速刷0--70级,1213
https://www.douyu.com/905185,我是苹果b,流放之路POE,征服路上你却不在,827
https://www.douyu.com/2707290,夏小胆儿,流放之路POE,流放之路：免费带先驱图的心姑娘,630
https://www.douyu.com/3232522,林哥捕鱼,捕鱼休闲,秋风过无痕啊的直播间,76
https://www.douyu.com/1999817,色狼八十八号小蕊,捕鱼休闲,宝贝小蕊果果,73
https://www.douyu.com/2684244,儒拉子,捕鱼休闲,腾讯《《捕鱼来了》》,67
https://www.douyu.com/2292234,心小殇,天涯明月刀,老司机开车~前方到站阳光幼稚园~,31
https://www.douyu.com/xiaoshuang66,君小双双双,天涯明月刀,【君小双】我想参加剑荡没有错啊QAQ,30
https://www.douyu.com/1621021,弹一首曲ooooooo,天涯明月刀,弹一首曲：【连麦吗】挑战开封会八荒,26
https://www.douyu.com/3311979,浮夸半生抹红尘,天涯明月刀,浮夸半生抹红尘的直播间,25
https://www.douyu.com/aijiajun,梦之恋鳕De嗳梦,综合手游,感冒中···随便打打 尽量不说话,19
https://www.douyu.com/3474804,ithinkiwin,综合手游,吃不了鸡，玩玩手游吧,16
https://www.douyu.com/3054407,清清芝兰,综合手游,平民玩的仙侠手游,14
https://www.douyu.com/jlflybb,jlflybb,流放之路POE,看到有人DPS比我高，请及时告诉我,563
https://www.douyu.com/3617,wjy丶Zy1,流放之路POE,【Zy1】研究新BD，近战女巫！略略略,543
https://www.douyu.com/3430475,小手冰凉SK,流放之路POE,力爆打宝教学！直播普兰德斯出镜子了！！,499
https://www.douyu.com/1068762,fhq663,捕鱼休闲,fhq663的直播间,21
https://www.douyu.com/3325303,主宰者猎鱼达人,捕鱼休闲,小号充760额度和升高炮入坑,19
https://www.douyu.com/3514918,小蛋蛋猎鱼收售,捕鱼休闲,杨小丽的直播间,17
https://www.douyu.com/3492566,熊熊熊熊熊2,捕鱼休闲,平民玩家的日常打法,12
https://www.douyu.com/693402,有个小B叫口水哥,梦幻西游,梦幻西游尖端赚钱教程,2537
https://www.douyu.com/1994892,裂天射手,天涯明月刀,100本挑战开封会八荒 叶开已歇菜,22
https://www.douyu.com/3321629,1023946004,天涯明月刀,【天涯】 挑战叶开,22
https://www.douyu.com/434508,simple丶C,天涯明月刀,【糯米5团】挑战开封会八荒开车中,21
https://www.douyu.com/3472084,ZHEER01,综合手游,ZHEER01的直播间,14
https://www.douyu.com/3515905,UlaSuperManLv99,综合手游,UlaSuperManLv99的直播间,13
https://www.douyu.com/2247439,xx133505,综合手游,农药界一股泥石流,0
https://www.douyu.com/2453456,坏坏丶的,流放之路POE,速度T17，无敌的存在。直播中。,79
https://www.douyu.com/688466,夏洛特的夏洛,流放之路POE,【夏洛】女巫召唤配装T17绿门,74
https://www.douyu.com/3164924,大大大橘子灬,流放之路POE,_大橘子！我们的口号是？,73
https://www.douyu.com/2643817,za3487,捕鱼休闲,撒网捕鱼了,0
https://www.douyu.com/3515040,fhhda,捕鱼休闲,fhhda的直播间,0
https://www.douyu.com/3099428,大爱西游工作室,梦幻西游,五开109 月入5000,2324
https://www.douyu.com/757140,晴天主播,梦幻西游,晴天：帮找号，720不磨武器振兴09狮驼,1913
https://www.douyu.com/2205912,梦幻职业85剧情,梦幻西游,梦幻西游职业赚钱之路,1775
https://www.douyu.com/3019662,GogerNOP,梦幻西游,159高端5开  各位看官瓜子已备好,1464
https://www.douyu.com/904216,遗忘之前丶,天涯明月刀,赛季末疯狂打红框,21
https://www.douyu.com/1846767,晓北团阿狗哥,天涯明月刀,虞美人副本-教你如何摸大铁,21
https://www.douyu.com/2687993,清影如烟,天涯明月刀,天刀游戏副本直播间,19
https://www.douyu.com/3225387,于2000,综合手游,土豪带玩手游 求关注,0
https://www.douyu.com/3267066,635976404,综合手游,635976404的直播间,0
https://www.douyu.com/3464345,嘿i咚巴拉,综合手游,新手求大神们指导,0
https://www.douyu.com/herott,游戏小学馆,流放之路POE,【小学馆】白富美灭世弓上路,68
https://www.douyu.com/1329014,一到十章极速剧情,流放之路POE,教你如何快速跑1-10章剧情,67
https://www.douyu.com/71848,漂虛網情,流放之路POE,低配力爆 照样玩,65
https://www.douyu.com/1087172,zzz大M,部落冲突,M:免费帮你打部落战~~~,3021
https://www.douyu.com/522871,大粑粑家的小粑粑,梦幻西游,怕封加锁，本周又开始跑商了。,69
https://www.douyu.com/1074170,hxint,梦幻西游,大话西游2 5开,52
https://www.douyu.com/1978898,数一数一二三四,梦幻西游,9年梦幻教育月入百万,5
https://www.douyu.com/3425003,小西啊啊,天涯明月刀,沧海云帆不出紫薯不关直播,16
https://www.douyu.com/210840,pcmlx123,天涯明月刀,清欢朵朵_招时间稳定人员,15
https://www.douyu.com/2052248,大大qwease,天涯明月刀,铮峰  全职业视角  今天玩主T,14
https://www.douyu.com/3140860,wang3zheng1jun6,流放之路POE,沉伦大旋风斩,65
https://www.douyu.com/3402756,竹maomao,流放之路POE,手残党福音，人型自走地雷，已过T16,64
https://www.douyu.com/mehs,马尔豪斯,流放之路POE,豪斯：你的私人定制专家,63
https://www.douyu.com/3286310,糖果果cccc,部落冲突,要满墙满王的进,102
https://www.douyu.com/3394576,涛的激昂g,部落冲突,大晨子  十本效率爆炸了,83
https://www.douyu.com/2453070,石蓝狗球,部落冲突,石蓝狗球的直播间,72
https://www.douyu.com/tongyuan,童元,梦幻西游,逍遥情缘首测-日常听歌,3
https://www.douyu.com/3507796,徐海双,梦幻西游,徐海双的直播间,1
https://www.douyu.com/27960,qq_6z9G2O,天涯明月刀,时光倒流还你一波完美团战,13
https://www.douyu.com/1416021,顾城城丶,天涯明月刀,【老铁】哈士奇      今天和野队开荒,13
https://www.douyu.com/3221652,Friendless,流放之路POE,力量爆破打包装,62
https://www.douyu.com/890001,调皮丶思思,流放之路POE,出E和C换R可以问比列主播没回留名字,61
https://www.douyu.com/bingfengshen,冰峰神,流放之路POE,又要开始搬砖之旅了,61
https://www.douyu.com/251323,QbigfQ,流放之路POE,BigF：侠客元素打脸弓,60
https://www.douyu.com/1807922,问道手游小加,问道,小加：文韬武略,1704
https://www.douyu.com/2961547,Kabaite,部落冲突,新手玩COC不要喷哦,33
https://www.douyu.com/2402307,我爱我的哪个她,部落冲突,日常打黑解说,0
https://www.douyu.com/898478,那个他是谁啊,天涯明月刀,重拾论剑 随意打打,11
https://www.douyu.com/1437385,13437991314,天涯明月刀,13437991314的直播间,11
https://www.douyu.com/516993,1056715477,天涯明月刀,【台风谷布丁】挑战开封会——我是很优秀的,9
https://www.douyu.com/619863,帕克晓晓33,流放之路POE,流放开荒天刀拍卖顾问,59
https://www.douyu.com/724154,另寻丶沧桑,流放之路POE,POE菜鸡日常,58
https://www.douyu.com/1837724,森哥3940,流放之路POE,如何让新人快乐的玩游戏,58
https://www.douyu.com/2237016,丶三井寿丶,街篮,宇宙无敌超级霹雳三！,2105
https://www.douyu.com/1863255,毕竟你是胡胡,问道,九州商人。,781
https://www.douyu.com/2637777,问道無奈,问道,2016问道直播间,481
https://www.douyu.com/2161178,渠道服醉红尘,问道,挑战自我，能否通天,318
https://www.douyu.com/2181886,社会洛,天涯明月刀,【拾梦】线下实力团队,9
https://www.douyu.com/1248244,啊正1,流放之路POE,啊正1的直播间,57
https://www.douyu.com/979761,影62,流放之路POE,影子：暴徒正火预言迷宫,55
https://www.douyu.com/2270347,张德玉,流放之路POE,新手流浪之路小召唤,50
https://www.douyu.com/2077165,Mr丨Zhouhjh,流放之路POE,这个死肥宅不简单,45
https://www.douyu.com/2755395,Aileen呶呶,天龙八部,第一峨眉无聊的快乐生活,211
https://www.douyu.com/lao4,丨老四丨,街篮,斗鱼老四-技术九流 人品一流 来翻车,475
https://www.douyu.com/2969569,GK瞳术,街篮,暴躁神经瞳,167
https://www.douyu.com/3301062,帅的很依旧的京哥,街篮,跨服中的一股清流，,115
https://www.douyu.com/1163522,我来完了,问道,超级平民五开！,105
https://www.douyu.com/2593151,夏日的么么嗏,问道,香格里拉的直播间,82
https://www.douyu.com/3272125,活着像是一场炼狱,问道,避暑89蛇果的直播间,78
https://www.douyu.com/928873,金戈娱乐,CF手游,遇到你，惊艳了我的世界,2194
https://www.douyu.com/1421980,酒桌好朋友,流放之路POE,要什么走位？站撸就好了！！,41
https://www.douyu.com/140394,Solo巴莱哥哥,流放之路POE,老司机来了除魔卫道专制装逼,35
https://www.douyu.com/fanywon,fanywon,流放之路POE,萌新主播升级中,31
https://www.douyu.com/2391240,DDD丶大神,天龙八部,DDD丶大神的直播间,127
https://www.douyu.com/542601,秋天已经不在了,天龙八部,你想知道什么？说吧、,100
https://www.douyu.com/3505609,十年天龙梦,天龙八部,十年天龙梦的直播间,43
https://www.douyu.com/3140390,请求一个输出,战就战,龙焰酒馆的小站,137
https://www.douyu.com/2213644,衢州雞王,街篮,街篮吃鸡最强视角！,82
https://www.douyu.com/2738467,小昭阳阳,街篮,来和主播一块共同学习探讨盖帽呗,76
https://www.douyu.com/423041,大魔王熊胖胖,街篮,还是要有梦想的嘛！,49
https://www.douyu.com/2525257,丶虎小白,问道,虎小白姐姐呆萌问道行。,77
https://www.douyu.com/2173491,zyy圈圈o,问道,物化圈圈：晚上杀大熊！,75
https://www.douyu.com/3366595,惊鸿商人,问道,惊鸿商人直播,45
https://www.douyu.com/2618884,隔壁家的老猫,CF手游,我秋名山车神又回来了，记住是翻车,2690
https://www.douyu.com/1325316,大嘴巴子777,CF手游,不忘初心、砥砺奋进ꦿ,2118
https://www.douyu.com/3017459,東耀gg,CF手游,我的三轮车稳的一皮。,1829
https://www.douyu.com/914985,Despair小猫,不思议迷宫,大和尚小秘境,713
https://www.douyu.com/470862,2581288552,流放之路POE,国服第一旋风斩！看过的人都说666,27
https://www.douyu.com/2404634,48890416,流放之路POE,流放之路(暴徒)刀刃乱舞,24
https://www.douyu.com/DYdongua,Super丶冬瓜,流放之路POE,冬瓜〓流放的打宝猎人寻宝之路〓,23
https://www.douyu.com/2388604,梦工厂一院长长,天龙八部,我爱你祖国！我还想放假！,37
https://www.douyu.com/427122,啊蒂仙,战就战,战就战-手游,127
https://www.douyu.com/2799710,神白线,战就战,英雄打折，速度打金币,63
https://www.douyu.com/3223024,xtwfngbk,战就战,来，一个是一个发弹幕主播就回话,18
https://www.douyu.com/1759917,Hrb丶小宇哥,街篮,怎么苹果就显示不出来呢？,32
https://www.douyu.com/1574971,2280663192,街篮,2280663192的直播间,25
https://www.douyu.com/3374268,小蕴儿丶,街篮,欢迎来围观全区最菜、小蕴儿丶,18
https://www.douyu.com/3512037,Cui鹏真,问道,新手上路，一叶知秋，求队友！,42
https://www.douyu.com/2898730,顶天立地99队伍,问道,hhccjhcc的直播间,38
https://www.douyu.com/3513122,请叫我微笑大王丶,问道,千秋霸业  79微笑的直播间,36
https://www.douyu.com/3391160,一只傻冷颜,CF手游,太弱，太弱，抬走，抬走,1818
https://www.douyu.com/2225924,南笙丶茈笙,CF手游,段友出征 寸草不生 天冷了 老铁多穿衣服,1600
https://www.douyu.com/2281464,软软萝莉quq,CF手游,我说了我是娱乐主播,1139
https://www.douyu.com/3461283,迷路的冈布奥,不思议迷宫,欧皇，组合，称号，隐藏，肝！！！,88
https://www.douyu.com/3481316,liyu3613463,不思议迷宫,打不过还不给自爆咯？,55
https://www.douyu.com/2164257,513722945,流放之路POE,第四个小号处刑旋风斩装备毕业升级中,22
https://www.douyu.com/1942211,谋杀心灵的毒药,流放之路POE,流放之路 瞎BD侠客 娱乐,18
https://www.douyu.com/1964291,一叶知雨秋,流放之路POE,你还记得天刀里面的腹肌哥么,18
https://www.douyu.com/3485590,狐狸糊涂_qq,流放之路POE,喜欢搬砖的小朋友们看过来,6
https://www.douyu.com/3478470,军中绿皮怪,战就战,不氪金3种族娱乐,0
https://www.douyu.com/3453084,曲径通幽丶叔,街篮,8点准时 俱乐部赛 切换开挂模式,17
https://www.douyu.com/wywywy,孙瑞泽1111,街篮,专凸x丶酱。怼,15
https://www.douyu.com/2914536,剑侠客OV,问道,连续俩天翻车晚上撸熊安慰下,33
https://www.douyu.com/3434173,就爱上挂V,问道,一边听歌一边享受,11
https://www.douyu.com/3376029,问道小超,问道,问道小超的直播间,0
https://www.douyu.com/3515576,仲玲神妃美,问道,仲玲神妃美的直播间,0
https://www.douyu.com/3489698,一天到晚虎,CF手游,一个人安安静静的挺好,1103
https://www.douyu.com/2351061,西瓜团,CF手游,加群办卡+上车。帮打,1065
https://www.douyu.com/1370315,我的名字叫碎,CF手游,有了CF手游，还要什么女朋友,110
https://www.douyu.com/3101261,AY电竞安然,CF手游,周榜第一卡房管（贡献必须在500以上）,77
https://www.douyu.com/1447652,张叁瘋,流放之路POE,POE 非酋王大锤,3
https://www.douyu.com/3067425,不谢不屑不懈,流放之路POE,猎首已点出！召唤正火熊暗夜血契已过17绿,3
https://www.douyu.com/3412213,孙燕姿的歌迷,流放之路POE,1小时100C，通货搬砖，8分钟6图，,2
https://www.douyu.com/3465486,Kenny6325,流放之路POE,新人关注关注~~,2
https://www.douyu.com/2265353,傻傻兔八妹i,CF手游,办卡抽房管,75
https://www.douyu.com/555245,TGA移动游戏大奖赛,CF手游,2017TGA大奖赛月赛,67
https://www.douyu.com/2121813,叽里呱啦的小怪兽i,CF手游,٩(•̤̀ᵕ•̤́๑)进来吧兄弟,56
https://www.douyu.com/2323334,琳小乖家的小薯片,CF手游,小薯片回来了~,50
https://www.douyu.com/3504769,刘星雨1,流放之路POE,召唤PVP 萨恩 1V1 元帅,2
https://www.douyu.com/244530,非常的不开心,流放之路POE,力爆搬迷宫，我也可以很快,1
https://www.douyu.com/2125750,b5136807,流放之路POE,b5136807的直播间,1
https://www.douyu.com/2913145,喵喵大小姐哎,寻仙,喵喵大小姐哎的直播间,1303
https://www.douyu.com/3508640,来自宇宙的小可爱,CF手游,来自宇宙的小可爱的直播间,33
https://www.douyu.com/3502604,安老三A1n丶,CF手游,无情老哥你真的很皮。,32
https://www.douyu.com/2317798,寻找MG,CF手游,寻找MG的直播间,19
https://www.douyu.com/3401646,OliverArtemis,流放之路POE,召唤师HC开荒,1
https://www.douyu.com/3416154,重新开始第几遍了,流放之路POE,国际服你不进来看看什么样吗,1
https://www.douyu.com/3454804,菲菲身上的,流放之路POE,流放老司机，在线回答萌新问题。,1
https://www.douyu.com/3515975,方韶,流放之路POE,方韶的直播间,1
https://www.douyu.com/lytwd,Mr丶云哥,流放之路POE,云哥：流放之路真有毒啊,0
https://www.douyu.com/2127007,老王带你上分,寻仙,日常看号。看号升站。冲榜。,877
https://www.douyu.com/flj9288,向阳小哥哥,决斗之城,想我吗？？,4646
https://www.douyu.com/2674268,LJY丶一一,CF手游,YiYi：CF成就多少浪人？,19
https://www.douyu.com/3469351,啊剑呢丶,CF手游,啊剑呢丶的直播间,18
https://www.douyu.com/3514337,南宁众哥,CF手游,菜鸟.com的直播间,18
https://www.douyu.com/3467851,文小賤,CF手游,文小賤的直播间,17
https://www.douyu.com/1500507,super千年刹,流放之路POE,【瓜皮】专家模式，活着就是一切,0
https://www.douyu.com/1512156,贤者不易,流放之路POE,专家模式浪一浪,0
https://www.douyu.com/3119493,花一开满就相爱大股给,流放之路POE,老六的流浪之路的直播间,0
https://www.douyu.com/3514261,chenyinton,流放之路POE,俺只是个流民的直播间,0
https://www.douyu.com/687386,大e5366,决斗之城,准时准点稳定开播,2995
https://www.douyu.com/584822,love陪伴你,决斗之城,陪伴：玩点什么呢！,1433
https://www.douyu.com/3421741,叫声怀特哥,决斗之城,【天空龙】的怒火,339
https://www.douyu.com/2482142,不记得最初的模样,决斗之城,非酋：V3以下一样2000,138
https://www.douyu.com/2431503,喔为毛毛上王者c,最强NBA,最强NBA 内侧,499
https://www.douyu.com/3509669,好好学习天天长胖,CF手游,好好学习天天长胖的直播间,13
https://www.douyu.com/3225373,我深拥你啊,CF手游,不求别的只求热闹直播间,12
https://www.douyu.com/3464360,zIBM人人,CF手游,小葵花妈妈课堂的直播间,12
https://www.douyu.com/1430045,天御狼十四狼,CF手游,天御狼十四狼的直播间,0
https://www.douyu.com/hmdnp,黑魔导女票,决斗之城,今天研究一下高分黑龙,132
https://www.douyu.com/3004903,丶胡神经,决斗之城,也就只能打发时间了,86
https://www.douyu.com/2880545,暴怒丶无忧,决斗之城,日常上分  邀请码1nxj7r,70
https://www.douyu.com/3146343,Mr一luu,最强NBA,oath丶夜雨:公测前版本，球员练习,89
https://www.douyu.com/2293714,唯她命ts,CF手游,唯她命ts的直播间,0
https://www.douyu.com/2452515,我叫闯闯,CF手游,谢谢支持！,0
https://www.douyu.com/2903489,156789陌,CF手游,菜比永远是个菜比,0
https://www.douyu.com/1537795,qq181812657,决斗之城,qq181812657的直播间,66
https://www.douyu.com/3177456,包包包子Gg,决斗之城,每日补时长。,60
https://www.douyu.com/2409434,氿鈅,决斗之城,斗鱼小氿鈅,58
https://www.douyu.com/2985465,毒瘤jjj,CF手游,点点关注，送送礼物。,0
https://www.douyu.com/3090185,活在妳的記憶,CF手游,CF直播  全服第一骚,0
https://www.douyu.com/3090967,大壳吧,CF手游,我生化很强的,0
https://www.douyu.com/3165971,麓七七,CF手游,七七  努力上枪神,0
https://www.douyu.com/671024,warrior丶阿甘,魂斗罗归来,水下3.4，排位上段。,3611
https://www.douyu.com/3482769,郭某某zz,决斗之城,头硬就是刚。,50
https://www.douyu.com/3373981,真者自真,决斗之城,日常连胜 白龙 幻影 恶魔 速攻,27
https://www.douyu.com/2668086,思念是毒药只能失望,决斗之城,失望：随意配的融合卡组，超卡手,21
https://www.douyu.com/3297995,Hotwind丶暖风,CF手游,技术主播？ 不存在的！,0
https://www.douyu.com/3393171,续写你的伤,CF手游,关注送辣条,0
https://www.douyu.com/3497174,溫柔一個博,CF手游,溫柔一個博的直播间,0
https://www.douyu.com/3515647,嗨小清新,CF手游,嗨小清新的直播间,0
https://www.douyu.com/dxs,帝小狮,魂斗罗归来,冲王者 带水下,2593
https://www.douyu.com/2276430,王子天下008,魂斗罗归来,水下困难1-2 PK上分,2167
https://www.douyu.com/3128579,最骚兰斯王,魂斗罗归来,地狱：躺着舒舒服服343S,1910
https://www.douyu.com/2932193,麻疯侏儒o,决斗之城,玩玩白龙、,18
https://www.douyu.com/3289760,说好的二辈子,决斗之城,进来都是最帅的,15
https://www.douyu.com/3385547,决战之城胖子,决斗之城,新主播求关注++,15
https://www.douyu.com/3355400,陈习习Sunming,决斗之城,今天争取拿一个巨神兵脚趾甲盖～！汪,14
https://www.douyu.com/3516029,我七大姑八大姨,CF手游,我七大姑八大姨的直播间,0
https://www.douyu.com/2610513,丿TK丶灬丨浅陌,魂斗罗归来,带QQ微信2300，斗鱼最强主播。,1725
https://www.douyu.com/2589832,面包c丶,魂斗罗归来,6分21秒过困难34！,1687
https://www.douyu.com/2348321,賤圣2348321,魂斗罗归来,快来聊天上王者！！！,1549
https://www.douyu.com/1857437,虾米0o0,魂斗罗归来,虾米：来互相伤害呀,1262
https://www.douyu.com/3252533,墩儿飞上天,决斗之城,VIP2 打竞技 花样作死,13
https://www.douyu.com/3395626,kai1057469236,决斗之城,屌丝的命运,12
https://www.douyu.com/1179977,栀韵,决斗之城,萌新主播求关注，娱乐,0
https://www.douyu.com/QYFN2017,起源丶牛哥,口袋妖怪复刻,文艺青年的复刻之旅~,1063
https://www.douyu.com/2994616,星云之眼,魂斗罗归来,《微信·-困难3-4》要打快点来！,998
https://www.douyu.com/2328138,叶凌羽,魂斗罗归来,全网第一抗 带你躺过34  微信qq都可,854
